".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"LIVRAMENTO",-36.9718297595469,-7.37992057738547,-55.1889013353653,38,3037.06787127593,TRUE
"CACIMBA DE AREIA",-37.242827594288,-7.14892844528612,-62.5723064934704,111,7105.99267354838,TRUE
"JUNCO DO SERIDÓ",-36.8084780805589,-6.98181714698393,-66.089960857814,23,10653.8719733808,TRUE
"TAPEROÁ",-36.9777107761552,-7.2674532092521,-65.487228145141,41,9939.64418444334,TRUE
"SÃO MAMEDE",-37.1109689351948,-7.00439864989557,-59.7675003825831,87,5144.98899128406,TRUE
"DESTERRO",-37.1488890020488,-7.29059629350622,-62.2424998782869,84,6841.2336721065,TRUE
"AREIA DE BARAÚNAS",-36.9737508046752,-7.0936066704914,-58.8510500088409,35,4629.79680783899,TRUE
"TEIXEIRA",-37.2265427558528,-7.27557316758857,-61.644587530665,118,6386.14547199234,TRUE
"PATOS",-37.2698891776459,-6.99451103863493,-52.2529799574511,82,2165.99988177408,TRUE
"QUIXABÁ",-37.1085817203935,-7.04852523187828,-59.4051189068582,87,4934.75250365385,TRUE
"TAPEROÁ",-36.9230594914484,-7.18258607130219,-62.0717055067706,34,6708.02551820875,TRUE
"CACIMBAS",-37.0355052775781,-7.18268309090008,-57.4572826887003,49,3943.42481615573,TRUE
"TAPEROÁ",-36.9650934395691,-7.28384261856508,-65.9086311565257,41,10433.7635025244,TRUE
"DESTERRO",-37.1115212896917,-7.25511825374514,-58.7802980826617,66,4592.23743823486,TRUE
"SANTA LUZIA",-36.9201280793719,-7.04142577153352,-64.9532152655231,34,9346.95590740657,TRUE
"QUIXABÁ",-37.143748616109,-7.01690863339417,-49.8228781898909,84,1637.39454879968,TRUE
"CACIMBA DE AREIA",-37.2170604146164,-7.10548953303323,-62.9543897341916,108,7425.55496972833,TRUE
"DESTERRO",-37.0554172186026,-7.31557312979084,-58.7650821072604,60,4584.19978100514,TRUE
"SANTA LUZIA",-36.8975001263976,-7.03395695715398,-65.1524235898732,30,9563.80274641566,TRUE
"TAPEROÁ",-36.8199103106823,-7.16822905371618,-58.3509050154163,35,4370.73707017737,TRUE
"SÃO MAMEDE",-37.073182655739,-6.9760723846145,-60.9827343190092,77,5917.60737112009,TRUE
"SALGADINHO",-36.825678238653,-7.05231302498095,-60.97107774918,25,5909.67119626849,TRUE
"CACIMBAS",-37.157667400556,-7.23572685940844,-65.3257441859042,113,9756.55821014913,TRUE
"PATOS",-37.186655621867,-6.92130645433162,-65.5375176418109,70,9997.35957833641,TRUE
"SÃO JOSÉ DO BONFIM",-37.2583007690342,-7.16281132620015,-60.0447118243443,107,5311.84045163054,TRUE
"CACIMBA DE AREIA",-37.1030158037398,-7.12511623509881,-60.5470064443872,89,5628.07340214851,TRUE
"TAPEROÁ",-36.8731427129902,-7.26450457632263,-63.8554382422013,33,8237.23285063437,TRUE
"DESTERRO",-37.046317135108,-7.28814166596812,-58.5830513494733,54,4489.12809741473,TRUE
"TEIXEIRA",-37.1893975716162,-7.24245479771588,-62.5415136569022,120,7080.84542050245,TRUE
"SÃO MAMEDE",-37.1546623001419,-6.89193509832211,-63.1143765981206,70,7563.59490490609,TRUE
"TAPEROÁ",-36.7986061931666,-7.30184271825664,-65.544868764903,28,10005.8242183258,TRUE
