".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"SÃO JOSÉ DA LAGOA TAPADA",-38.0788318108336,-6.9992961088839,-66.5787905130136,19,11270.6498182991,TRUE
"PIANCÓ",-37.9720591914176,-7.23595215558922,-61.9339996183135,19,6602.51522941836,TRUE
"SANTANA DOS GARROTES",-38.0124186066479,-7.33726925930856,-60.3907148495846,18,5527.70901483899,TRUE
"SANTANA DOS GARROTES",-38.0474408644752,-7.36595562034668,-61.8593553717315,22,6546.0180620658,TRUE
"CAJAZEIRINHAS",-37.9091445368051,-6.9656526704031,-62.7263405716064,26,7233.13314132969,TRUE
"JURU",-37.7786063737969,-7.39787734024608,-70.0328743657234,14,16774.6376993622,TRUE
"COREMAS",-37.9631067445536,-7.08194600701714,-62.5352369831266,18,7075.7304461975,TRUE
"ITAPORANGA",-38.138694566189,-7.36612964402335,-61.0595973628882,25,5970.20575640019,TRUE
"PIANCÓ",-37.9512094307958,-7.17000153478617,-58.0384281969403,19,4216.29355505426,TRUE
"OLHO D ÁGUA",-37.8352806198911,-7.30270634386139,-67.5665927659095,10,12628.130724879,TRUE
"OLHO D ÁGUA",-37.7970968853717,-7.34105643715625,-68.3616708166715,9,13838.6259750375,TRUE
