".","lon","lat","Ruído","N..Estações","Distância.min","optional"
"SOUSA",-38.2026088798604,-6.78833302253515,-55.6817513392478,47,3214.37837509434,TRUE
"COREMAS",-37.9393352431663,-7.08181215232361,-62.1595674178028,18,6776.22474385313,TRUE
"SOUSA",-38.2684953889995,-6.70172719241708,-63.1361459419933,54,7582.57522972941,TRUE
"COREMAS",-38.0123528426931,-7.10221231056966,-66.9031877132314,20,11699.540802483,TRUE
"PIANCÓ",-37.8809277458069,-7.18115155204322,-59.0805952334955,10,4753.78123937922,TRUE
"SOUSA",-38.296493942472,-6.74430579322979,-61.6004975599029,51,6353.81124162911,TRUE
"SOUSA",-38.2269809164292,-6.77192709784612,0,46,614.55004408879,TRUE
"SÃO DOMINGOS",-37.9445797002128,-6.86876248792868,-60.5734115234905,22,5645.20876135974,TRUE
"SÃO DOMINGOS",-37.9557868606363,-6.75210091521621,-62.9036846672497,25,7382.33355672117,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.0480919548728,-6.89171572824597,-67.214908718944,38,12127.0415805731,TRUE
"AGUIAR",-38.2202481121941,-7.03922882109072,-63.8023839430711,31,8187.07234158995,TRUE
"SOUSA",-38.173010851927,-6.76899685888674,-60.4292298435592,44,5552.27441998382,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.1779236033046,-6.8896399549314,-61.6471265144714,43,6388.01248742308,TRUE
"SOUSA",-38.3087014612694,-6.83389896076295,-59.6549429252196,63,5078.74697865398,TRUE
"AGUIAR",-38.2038521147053,-7.02214816309169,-64.3602471172198,48,8730.15162477451,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.2046894824318,-6.89797926732462,-62.2404067016384,39,6839.58523010956,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.1723182411817,-6.97526126206975,-55.8601930556184,42,3281.09710385203,TRUE
"SÃO DOMINGOS",-37.9135760932415,-6.75490787011694,-63.1884362271578,24,7628.36108636237,TRUE
"POMBAL",-37.9789561152876,-6.95962585756678,-63.2831203788287,23,7711.97209867227,TRUE
"CAJAZEIRINHAS",-37.91588474493,-6.97606679148629,-60.900135897164,26,5861.60063487855,TRUE
"COREMAS",-37.9616174428676,-7.05750839508727,-58.5628952829706,18,4478.7229156876,TRUE
"SOUSA",-38.2330737560707,-6.79396017981816,-51.9552045340688,47,2093.00206785431,TRUE
"AGUIAR",-38.2494934283615,-7.13812762071501,-65.6422486077507,29,10118.6333878054,TRUE
"AGUIAR",-38.2806400721612,-7.14731939652592,-66.891325770624,29,11683.5741522016,TRUE
"COREMAS",-38.0600442753359,-7.01380119674031,-67.6372293999189,17,12731.2457306986,TRUE
"SOUSA",-38.3101188218872,-6.8392408078409,-59.1956614206396,63,4817.17586453578,TRUE
"POMBAL",-37.8780373052879,-6.84038665824227,-63.1136106849854,19,7562.92798401224,TRUE
"AGUIAR",-38.2095680628856,-7.15580538093235,-62.1309848869722,23,6753.96296788351,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.244897641912,-6.97436807913363,-64.8704989333432,43,9258.36668525742,TRUE
"AGUIAR",-38.1749099818709,-7.06403805295594,-55.8804031982021,25,3288.74037920513,TRUE
"NAZAREZINHO",-38.324751069974,-6.93820564766537,-56.1314743388127,70,3385.19076678346,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.1551687989569,-6.92414882840712,-54.1734933612232,44,2701.99224845741,TRUE
"SÃO JOSÉ DE PIRANHAS",-38.3087908827885,-7.13839442286298,-66.1506186834352,32,10728.5335803282,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.2086157713503,-7.00549759975292,-63.6753376305228,48,8068.19362744371,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.230661004288,-6.97909738464404,-63.6200898668631,40,8017.03766657785,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.089561625705,-6.93169814677566,-64.2095272024365,38,8579.97042475192,TRUE
"SOUSA",-38.1770457545946,-6.75011381917756,-60.2963975919957,44,5468.01012803521,TRUE
"SOUSA",-38.3476268027163,-6.71254623405293,-66.6275180452272,50,11334.0554486499,TRUE
"SÃO JOSÉ DA LAGOA TAPADA",-38.2036141607397,-6.94371809441254,-57.9412545730818,42,4169.38653357014,TRUE
